,images,text
146,fa1cc748-4d8b-4b1f-93bd-4e2131f6ef24.jpg,"['pejenio', 'imilare', 'farmacia', 'barato', 'pero', 'mismo', 'inls', 'mas', 'aa', '_', 'e anonno', 'e', 'di se']"
147,d91ee2c3-b427-44ff-b52e-25a9f9a59b40.jpg,"['rpelnne', 're r', 'ee', 'suspensiones', 'farmacias', 'similares', 'lo mismo per', 've toys', 'd sumit o', 'y r', 'gruéo', 'mas barato', 'o', 'it', 'n', 's', 'úé', 'a', 'e', 'e n']"
148,7e2845b8-eb05-4778-b717-222a3d6083e3.jpg,"['s', 'cias', 'ti', 'mo', 'especial', 'e', 'ja ta', 'najos', 'mo', 'a', 'd']"
149,18031f60-0f09-45f9-bee9-826f6871de08.jpg,"[' rmac', 'inilare', 'bienestar', 'ons', 'pero', 'miismo', 'barato', 'ir', 'tarjeta', '_mas ', 'lo', 'igratis ', 'simi', 'dat', 'a', 'iwºº', 'n para', 'ra ayueas', 'ae', 'e', 'acias']"
150,974d5ead-d15e-4f17-8d47-1a1322d803d8.jpg,"['ab ert', 'ahorro', 'ahorro', 'queremos', 'farmacias', 'las', 'farmacias', 'bien', 'te', 'martdero', 'del', 'del']"
151,75993f64-9499-4acf-9647-9ae97b204767.jpg,"['ñ', 'q', 'd']"
152,56e2be3c-73ad-4963-ac6e-44c1a4cacf2d.jpg,"['m', 'umericana', 'contact', 'tca', 'consultorio', 'farmacias', 'is desde', 'similares', 'medico', 'servicio', 'best', 'barato', 'ucion', 'mismo', 'pero', 'ptica', 'mas', 'o']"
153,828a8847-c2a9-4806-9727-5e6c5dd619cc.jpg,['vides']
154,ca8696a7-1636-42dc-b13e-92f9a68506de.jpg,"['farmacias', 'nbienestar', 'imilares', 'barato', 'a ea', 'mismo', 'pero', 'mas', 'ul', 'lo', 'f ra', 'ie']"
155,01b646fe-f62e-41c9-9915-8e0cd162e512.jpg,"['aa', 'armici', 'líin', 'nosotros', 'mibicivide', 'aooo', 'd t', 'vor', 'fumqu', '_vendedores', 'n', 'l', 't', 'ce', 'cor', 'fed', 'omabos', 'e e ar', 'm', 'el']"
156,ae5b1634-e14f-4904-bbc6-7a5ba8ef1dfc.jpg,"['po', 'frosa', 'mejor', 'ne', 'crossfit', 'e', 'sentirás', 'farmacias', 'te', 'poole', 'neno', 'twerk', 'hacias', 'caa', 'zumba', 'y', 'tlunes', 'ea', 'tag', 'te', 'm', 'de', 'yia al', 'oo u', 'ano']"
157,cf5354fb-c2d4-48c1-bfc9-498534773a59.jpg,"['an', ' m']"
158,4cf7c2b6-31c3-47f7-9f14-18fe11a02d03.jpg,"['ahorro', 'tberto', 'famacias', 'del', 'nn']"
159,e6b05ebb-e6b6-4569-ab6f-d2abb4d251d1.jpg,"['armaci', 'y', 'pabli', 'ila', 'rt', 'abiento', 'anon', 'a']"
160,110fcd61-4177-41c8-8083-f903d8cbbc3a.jpg,"['hrs', 'sinilares', 'farmacias', 'consaliorio', 'barato', 'best', 'nedico', 'suo', 'pero', 'a']"
161,3b00c0c4-20fc-423f-bfef-62ac21952a28.jpg,"['farmacias', 'similares', 'consultdl', 'n', 'barato', 'ae', ' mas y', 'low', 'ae']"
162,dbb6ee83-53f7-4bb4-9f9a-e4ab15281a41.jpg,"['erima', 'nacional', 's', 'genérico', 'patente']"
163,e4c9393b-0a4b-4ae1-bbd4-7c1b8a10db0b.jpg,"['canceleri', 'aluminio', '_ u', 'consultorio', 'consulta', 'taxi', 'sul', 'ewwi', 'eran ', 'planc', 'lava', 'ten']"
164,f99fc91a-7f6c-4cce-936e-ee5e7a64a7b5.jpg,"['best', 'farmacias', 'similares', 'g', 'consultorio', 's barato', 'medico', 'mismo pero', 'ej', ' mas b', 'e']"
165,cdf57d8a-3d97-4e4e-8703-18b1f0faf837.jpg,"['armato', 'o', 'ey']"
166,d1b1dbae-1e4e-4997-a23a-a203d513b641.jpg,"['ma n', 'dt te tt']"
167,90396bb2-c31b-4d51-8332-82cf80a2b8d5.jpg,"['lares', 'p', 'mismo f', 'farmacias', 'perc ', 'barato', 'ca', 'hasta', 'u', 'lo', 'eo in', 'w', 'pa', 'wey']"
168,b9e7902d-a35d-43b3-8f9c-8239a3a8af32.jpg,['avides']
169,58ec88f1-1569-4d15-953f-3c18e43e013d.jpg,"['ííl ííi', ' ', 'h', 'i', 'e', 'clus', 'farmacia', 'a', 'ea', 'taxi', 'en club', 'sky', 'vf']"
170,fb206440-8f5b-44a4-a273-0fb1d9aed3c5.jpg,"['ii', 'descuento', 'unatonza', 'd', 'macta', 'a genericos', ' pereumesia', '  arpn', 'de', 'da', 'regalos']"
171,428a525b-9496-49e4-8360-0306543228a8.jpg,"['nverdux', 'sultori', 'viedico', 'is tarjeta', 'acias', 'siempre', 'bienvenidas', 'barato', 'mejor', 'visa', 'surtido', 'todas', 'mas', 'las ', 'mastercand']"
172,b4117b2e-fb84-4004-8a4d-b5e331b6be81.jpg,"['farmacias', 'farmacias', 're', 'similares', 'simila', 'co']"
173,cb6557e4-3f1f-4d85-8b53-4bb028195f87.jpg,"['msmó', 'nenestor', 'gratis', 'hy c', 'eeo', 'no', 'e', 'u pro', ' tos', 'kma', 'a', 'a']"
174,8b0cac11-76a3-419a-8e09-45ee13a4fcd5.jpg,"['tv lheu', 'tenericos', 'montente', 'cpecialid', 'e', 'mlºá', 's ', 'ramiar', 'ea', 'm', 'ye s', 't', 'rºif', 'e', 'e', 'rarmacida', 'd yre', ' de', 'g', 'e', 'á']"
175,e6bd2582-4e71-4d64-9bf5-04beab418c44.jpg,"['rmaci_a ', 'lizadas', 'specializ', 'saud a', 'para', 'vida']"
176,58cb4bf5-0862-48c8-ba05-8ad59f14d539.jpg,"['tyarbrimosy', 'armacia', 'farmacia', 'etc', 'eb', 'tarmacia', 'farmacia', 'el', 'd', 'dafecincia', 'h cubado', 'etc', 'rvida ', ' demao', 'hora', 'zada', 'b', 'fic', 'tono a ', 'l']"
177,daf4b436-91a6-4423-a73b-fa1c80f5f36e.jpg,"['e o ze iii', 'benal', 'p', 'des', 'al', 'cera', 'o']"
178,515df38d-bd7c-44cf-8ef8-a7dd086505b6.jpg,"['podologos', 'farmacias', 'consultorio', 'best', 'similares', 'arato', 'medico', 'jne dal', 'taya', 'fara ayudar a lo', 'mismo', 'a su disposicié', 's', 'ee', 'mas', 'casa', 'pero', '  ', 'enos venen', 'to', 'ponzas']"
179,a5e0c3de-1172-447a-8b6f-79e2d0f83c16.jpg,"['jermo', 'lnmergz', 'en lacion anen es', 'ahorro', 'ma cm ', 'armacios', ' ']"
180,43569f36-3327-4745-a093-aee5e519958e.jpg,"['consultorts', 'macia', 'o n', 'ahorri', 'ahorre', 'consulta', 's  pa', 'm', 'ledica', 'de  a']"
181,acba5362-970f-4162-b8f1-465e72fe8488.jpg,"['tel', 'farmacias ', 'similares', 'p hps', 'consultorio', 'ltarjeta pa', 'k', 'best', 'medico', 'mropudad', 'barato', 'mismo', 'pero', 'mas', 'lo', 'elo']"
182,e6104799-0b6b-4936-aedc-4eb2ab598f30.jpg,"['farmacias', 'similares', 'n nenesicr', 'consultorio', 'asentarrios', 'mismo f', ' pero', 'barato', 'best', 'dmas', 'lo', ' medico ', 'é']"
183,ca25932b-1233-4560-b27c-f1625514b745.jpg,"['n telmex', 'aetflix', 'peiatas', ' ciarovideo', 'aetflin', 'wºif', 'e', 'tv', 'y', 'ruben', 'infinitum', 'y re', 'dario', 'finitum', 'cr ided', 'ea tio', 'e']"
184,cc973313-5bb4-4d3a-9a20-e5a22c3c214d.jpg,"['quivalente', 'asturias', 'iedicamento', 'farmacia', 'nue', 'farmacias', 'poniente', 'aa', 'd napidi', 'venta', 'del', 'dr', 'de', 'po', 'la de']"
185,23bab1ed-8648-4260-9de9-fd218fc3799e.jpg,"['ree', 'a apinesa', 'olanco  juáres', 'bosques', 'retinmebillarta', 'm an']"
186,da87d3dd-1be2-42d1-b463-fd1b64b7e16e.jpg,
187,1133e346-6c2e-4373-8091-051a28b6360e.jpg,"['armagoi', 'sa pae', 'al', 'ta', 'u', 'be', 'o']"
188,083a74e6-f839-478e-8bc1-be5871201ef9.jpg,"['farmacias', 'similares', 'especias', 'especial ', 'mole', 'mipraa', 'uhites secos', 'metates', 'apuloaado', 'barato ', 'mismo', ' pero y', 'yrf', 'j', ' mas', 'adobo', 'imendado', 'lo y']"
189,61a98cf3-f131-4847-a957-d5ca0c1c2c4e.jpg,"['á', 'e', 'f']"
190,54a0e37b-c51e-4e69-9ca4-dbf7f53b9373.jpg,"['formacia', 'tt', 'a', 'r', 'sur', 'visa', 'gntacua', 'dramamine', 'aceptamos', 'c', 'd', 'sso', 'dramenee', 'u', 'tarjetas', ' ceaties', 'einia', 'o', 'iming']"
191,d8eccf0c-cb29-4707-966e-8ac40cf8f6e5.jpg,"['ta', 'farmacias', 'inorro', 'bolsillo', 'medicinas', 'n', 'it', 'd', 'lan', 'to', ' hasta', 'dr', 'n', 'del']"
192,b9220a4a-4293-4446-9974-d2fa8e1f0268.jpg,"['bedoyecta', 'edovyect', 'bedoyecta', 'momentos', 'esos', 'pomeplay y', 'energía', 'vive', 'con', '  tu vida', ' de', 'la']"
193,7afb53a6-6fff-4efe-a2a6-3449946b8cbd.jpg,"['farmacias', 'fl sui', 'a', 'ki ed']"
194,8ad1d8c1-6594-48df-a7a6-181dfa064a9c.jpg,"['farmacias', 'similares', 'ea', 'jacias', 'similares']"
195,a309e49e-f1b7-4c19-ab46-d033f5876855.jpg,"['navid', 'ifarmacia', 'n']"
196,849f8e88-d4e5-484b-91fa-9fe726e09334.jpg,"['c', 'hrs', 'compra', 'l', 'e', 'eo', 'ansutt', 'conprá', 'e', 'h', 'p', 'h']"
197,5d19ca8c-05ec-463d-9f9c-310abe972e62.jpg,
198,fcb67f55-a44e-4210-9f79-3c87d5c90b0d.jpg,"['armac', 'aline', 'auvdndemedemoa', 'e', 'ngiaues', 'ree', 'ul', 'p', 'a', 'use', 'io', 'l ', 'm']"
199,b3e229b5-87e9-46c1-9468-11a463f2a0b4.jpg,"['armacis', 'barato', 'eno ', 'bn', 'ey', 'at', 'un', 'o s', 'lares', 'lre', 'lo', 'mas', 'simila', 'ae', 'simrg', 'e']"
200,89e07f68-a14a-4af8-8a87-b0e98f455078.jpg,"['ran', ' yd', ' ', 'i', 'te', 'femsa', 'eu', 'vza', 'zu', 'aa', 'comunicaro al', 'qa', 'tt', 'nau', 'oinag', 'me', 'e', 'lá', 'é', 'g', ' utsayoa', 'a yronals', 'y', 'de nee', 'm e', 'megona', 'cp', 'za', '_aiacate a ry y', ' candonos', 'd', 'ece', 'ao', 'a', 'rt']"
201,caa4429a-ebe0-4764-bdaf-1f5b075a5399.jpg,"['farmacia', 'o', 'imilares', 'ahorío ', 'barato', 'mismo', 'ahormo', 'pero', 'mas', 'r m', 'íaºº é', 'loo', 'ta', 'a', 'y le', 'e']"
202,ceb85a1d-ca71-4478-8a95-93c2fcec3058.jpg,"['tt', 'al', 'a', 'presal', 'e', 'n', 'integral', 'salud', 'na']"
203,190df320-78e2-451e-a890-126a6e08cb6e.jpg,"[' vida', 's isfrutaf', 'energía', 'bedoyecta', 'para', 'bedoyecta', 'e']"
204,1e5c988d-fdf5-41e8-80b2-26ae1f40a407.jpg,"['anta clar', 'homeopatica', 'farmacia', 'farmacia', 'ia', 'med', 'ofvise', 'menic', 'eeles', ' pate', 'e', 'ya']"
205,4c4adf9a-e8ad-4ca2-af2e-828c396fc64b.jpg,"['ahorre', 'farmacias', 'queremos', 'bien', 'del']"
206,f1537cc4-423d-4a4c-80ce-bd0f1f6292ae.jpg,"['á', 'j', 'farmacias', 'nga', 'similares', 'pg', 'nm', 'lo sio pero mag']"
207,b3659602-90f9-4677-8568-456d1df15da6.jpg,"['e', 'lurlolacón', 'nr', ' medico', 'ltorio', ' usposición', 'wudar', 'un', 'nlos', 'pone', 'mso', 'sy', 'tienen', 'menos', 'eno', 'dr simi ey', 'isu', 'ac', 'que', 'hiy']"
208,911cb252-100c-4a41-ab68-2c07f3ab9b80.jpg,"['farn', 'lacia', 'amento', 'nericos', 'dervicio a do', 'senérico', 'po', 'n diego', 'medican', 'servicio', 'hasta dei', ' super', ' ahorro', 'na ', 'sant', 'con', 'mayoreo y', 'dom', 'i un', 'tel', 'sin', ' cah', 'ri', ' ', 'í', 'k', 'm', 'y', 'c']"
209,1baa8fd6-849f-48b1-9503-b4091e5ffcc2.jpg,"['y', 'farmacia', 'tintoreria', 'teñidos', 'a amborerta', 'n', 'ma te', 'avado', 'edredoa', 'prenon', 'r', 'e', 'de', 'q', 'y']"
210,68101071-7e8b-401c-908c-04ccf0aab185.jpg,"['armaci', 'dolores', 'telefonicas', 'farmacir', 'hecargas', 'credito', 'debito', 'tarjetas', 'aceptan', 'dolores', 'se', 's de']"
211,6ab823d2-443b-4c5a-9029-262f726d993a.jpg,"['ºnfg_ººl', 'ahorro', 'orientación', 'gratuita', 'servicio', ' medicas', 'farmacias', ' queremos', 'bien', ' e', 'del ']"
212,a2a19f1f-489d-4aed-baaa-f0e14495b663.jpg,"['similares', 'farmacias', 'ebanato', 'imedico', 'muber greos', 'mismo', 'prar', ' peño', 'emas', 'lo h', 'e', 'idonad', 'especial']"
213,3f9d8656-39f4-491b-b81a-d8af99a934a1.jpg,"['remer', 'aa', 'u', 'gí', 'v', 'del', 'u', 'ia', 'e', 'baneo']"
214,ff664947-045d-416c-ae9e-216822f55001.jpg,"['faltueótílq e', 'ta', 't', 'nstnor', 'el s ', 'ervicio a']"
215,f3b3ff8e-30fc-4049-9e6f-4bf2d0ad1181.jpg,"['econoyay', 'farmarja', 'a', 'aa', 'eeey', ' ', 'acy', 'ey', 'u', 'e']"
216,a79f5557-4e72-4c63-acdc-b64ccc3ecd9d.jpg,"['iviides', 'penav', ' t', 'al', 'm', 'ee', 'e', 'personal', 'pago de', 'da', 'bebidas ', 'e', 'snacks', 'e', 'ti ea', 'mcoger es']"
217,f9da047c-71c9-4630-9596-8317e0df9ad3.jpg,"['farmacia', 'colitis', 'tylenol', 'na', 'e', 'ea', 'ee', 'de', 'f', 'ea']"
218,ecd7fb02-55dc-42d4-83f2-dc7289f19da1.jpg,"['fa íjj íí', 'ícb']"
219,f0d54acf-9c53-4345-99fd-d00f7cc0fe73.jpg,"['farmacias', 'best', 'onsultori', 'fundación', 'mmitans', 'similares', 'dn o', 'tn', 'climica ', 'd', ' disposición', 'barato', 'a', 'mismo', 't', 'ltoras', 'p', 'e menos', 'ayudar', 'drsímio', 'e', 'pero', ' tlenen', 'po', 's', 'mas', 'ipara', 'para', 'mer', 'lo', 'que', ' su', 'uo', 'tivos', 'n', 'los', 'a', ' la', 'p', 'ra', 'a', 'muroros', 'y']"
220,173f4cfb-8427-4d1d-ae47-ddc8e5960c04.jpg,"['mapanta', 'jugo', 'l', 'n', 'j mesmo pero mas y', 'consultorio', 'farmacias', 'rmacias', 'similaf', 'lo mismo pe', 's barato', 'medico ', 'f sta', 'e', ' simil', 'nee', 'mas ']"
221,3162f6fb-d945-4403-bc38-8c92ef643dcc.jpg,"['a', 'm', 'mno', 'mo', 'p', 'mas', ' ló', 'es', 'si', 'dr']"
222,c1b3570c-7d6e-41b7-b63f-c284536ed88d.jpg,"['as di', 'maria', 'genérico', 'medicamento', 'consulta', 'patente', 'e', 'd', 't', 'traumitologia', 'e', 't', 'p', 'contuvianes ', 'y', 'b', ' i', 'te']"
223,641aa40f-9eef-46a9-a9eb-c1fa5c91fc4e.jpg,"['yrmacia', 'genéricos', 'experto', 'a te', 'm a', 'le selicita', 'equipo', 'en', 'tu', 'médico y ']"
224,735010f4-78b0-4b06-8b19-27682a97d14b.jpg,"['spréaº', 'l publíc', ' lamadas', ' local', 'farmacia', ' ', 'andrea', 'aconal', 'andrea', 'concañí', 'bea', 'dras as', 'ó', 'med']"
225,ebb31251-3299-4f48-aebe-d4370aed69e9.jpg,"['respiratorio', 'b', 'ico', 'forn', 'u', 'a', 'a', 'camc', 'ee', 'er']"
226,2c6623bf-ae3d-4b9f-9953-197add369c22.jpg,"['a saba ball hos', 'rmaciiic', 'horario', 'nacic', 'ig', 'y', 'achear e de hu', 'ea', 'ee', 'dambu', 'lueón', 'en', 'lun  ', 'jo', 't']"
227,7e6399f5-66ed-45a2-b4d2-1127fa497f8a.jpg,"['cofarma', 'a', 'nutri', 'e', 'ono', 'ea', 'tas', 'úrn', 'p', 's']"
228,e8696b81-955c-401e-982f-af65ddbc1b5f.jpg,"['armaci', 'milar', 'mismo', 'barato', 'pero', 'mas', ' l']"
229,f94afea5-5c50-4944-a93b-58f4519495ca.jpg,"['yueves', 'en']"
230,8f5cd515-4521-4fb1-98ad-11270e31d2f7.jpg,"[' acia', ' ií', 'te', 'acia', 'n']"
231,b60ec1ac-f99f-4317-b90b-93f135f0bb32.jpg,"['m', 'en', 'méxico', 'a', 'ndos', 'ta', 'd', 'ye', 'rgo', 'e']"
232,bd970e4b-8796-454f-9bab-8cdc4a262443.jpg,"['a', 'eac', 'm', 'a', 'ms', 'e']"
233,6c0b71eb-5fa7-4863-8535-f85f80a1aed4.jpg,"['farmacia', 'compl', 'iftmapror', 'epson', 'reparación', 'e', 'eocena', 'canorf', 'horas', 'más', 'invent', 'salud', 'acer', 'venta d', 'todos', 'inte', 'nde', 'de', 'ede', 'b']"
234,09222180-9020-4a27-8970-8f4b3ee0bbde.jpg,"['onsultori', 'imedico', 'servicio', ' a rn', 'medico', 'jireh', 'dco']"
235,d537c489-2435-4ac5-9054-55db87e019b1.jpg,"['e', 'emergencl', 'disfrutam', 'on er', 'nan', 'te', 'fsalud', 'ce', 'orgánica', 'nan', 'matura', 'cn', 'ard', ' natura', 'c', 'ec', 'bbuno', 'mn t ca ee', 'a', 'tt', 'n', 'en', 'tr la', 'm', 'so', 'ur a']"
236,805426e9-373b-47c5-a6fa-20bf580be570.jpg,"['ííx_íí l', 'ni', 'si', 'certificado', 'consulta', 'fo', 'medico', 'y esomo', 'cr', 'b medic o', 'd ', 'y medica', 't', 'ne']"
237,f2c6a36b-b343-4789-aa3f-7316701439dd.jpg,"['imilares', 'barato', 'farm', 'i medico', 'ro mas', 'prio', 'uo f', 'an ny']"
238,cabb46ec-8607-4ecf-a2e8-6d666984bb93.jpg,"['n genero', 'farmacias', 'ionsultori', 'medico', 'médico', 'ao', 'va', 'a í', 'consultori', 'ofertas', 'ahorra', 'sentiras ', 'ece', 'ahorra', 'sa', 'dro', '_super', 't', 'ca', 'en', 'ener', 'ce']"
239,b842f013-675d-4ffe-96ca-019dc5c805c2.jpg,"['dn t', 'consultorio', 'medico', 'ipapelerja', 'medico', 'z', ' mfdico', 'efa', 'a', 'quelta s', 'en', 'tala']"
240,762a6688-a430-4569-89eb-d87dfe081d20.jpg,"['za', 'armacias', 't', ' cieoco']"
241,580acc77-76bb-4121-8654-009d4ae63351.jpg,"['farmacia', 'na', 'rmacia', 'sultoría', 'nn', 'd', 'pamitas', 'dica']"
242,543e333b-d93d-4edd-909d-37c891cf8b23.jpg,"['fro uos', 'carnitas', 'ts', 'he', 'iiio', 'lunes', 'cn', 'mismo', 'm', 'lr', 'sarato', 's smla', 'pero', 'n', 'mas', 'a', 'se', 'lo', 'e']"
243,3ba84785-436d-406e-870d-65c7196b6b2c.jpg,"['armad', 'n', 'macia', 'ad ', 'mettldc']"
244,465f54f5-d957-414b-8782-8d05dbfc3007.jpg,"['remn', 'y']"
245,cd63cfb7-353c-4286-aa05-fca6e9c18e33.jpg,"['lahuac', ' a', 'á', 'fúrmo e', 'ban ', 'fen', 'a', 'lares', 'simla', 'medico']"
246,1d5a94f9-d704-4fff-8dea-2fff9318bee2.jpg,"['d', 'pe', 'pulenie', 'n']"
247,e9493bca-6680-4d12-ad59-2fc85943f1d9.jpg,"['naste', 'ea z', 'cr i', 'yteo', 'ta', 'ie', 'senilrié', 'nueva', 'aeao co', 'n', 'tú', 'aen', 'hes']"
248,5032b669-c41e-4c50-860f-d51463936eb9.jpg,"['armaci', 'pablc', 'íá', 'de', 'e']"
249,5ab53181-b484-4687-95f8-6cfc074c5b02.jpg,"['pa', ' flnf', 'u', 'e', 'ri']"
250,043a86fd-0b87-45f2-abf9-52fc25e631b4.jpg,['arniaci']
251,4fceba6a-0779-4856-8171-9625d1cc2192.jpg,"[' farma', 'a o', 'ie', 'onorca nuestros servici']"
252,2a7218c0-d55e-44cd-9bd2-825387b596ef.jpg,"['fmmacia', 'farmacia', 'yen', 'iya abríbos', 'rrmaca', 'ae io', 'ervoo  domir', 'aa', 'farmacia', 'farmacia', 'a jooo a cubado', 'dmercincia ye', 'io', 'ndo', 'etc', 'lhora', 's a', 'r', 'te', 'm t oo']"
253,0e394826-8aa5-4f6e-8e49-407c3db8f805.jpg,"['l', 'similares']"
254,24d1b8b5-b0ff-4431-a64e-797507456bfe.jpg,"['derma', 'ahorro', 'e', 'e', 'ty', 'e']"
255,3da06027-e1b5-48e8-a5b9-718321c3ce57.jpg,"['atj', 'comx', 'eeo', 'queremos apoy', ' te e', 'tt', 'ricos', 'do', 'a r', 'consulta ', 'l mejor ', 'eptamos tí', 'eicad', 'servicic', 'medicamento', 'e', 'ta', 'gene', 'taxi', '_ tu bienesta', 're', 'rn', 'ente', 'ecaz', 'ara t', 'ye', 'medica', 'na', 'ortopedi', ' condiua', 'extra', 'imicilio', ' precio', ' ', ' uro', 'ee', 'eo', 'sin ', ' en', 'm', 'ds de', 'e', 'e', '  e', 'a', 'd di', 'de', 'e a', 'm', 'e', 'is n']"
256,3f3d2ac2-4e51-41fe-ba33-527e695e1789.jpg,['alergia']
257,616695f1-976f-4238-8b77-208a8324bc24.jpg,"['farmacias ', 'aparta', 't', 'ee', 'pero', 'lo us', 'as siminawe']"
258,dd5dbcc6-d88b-428a-af88-e4a7fc372ded.jpg,"['artmiaci', 'jedoyect', 'defrescos', 'sedoyecta', 'regalos', 'dúlces', 'copias', 'copas', 'papelarig', 'articulas']"
259,75c006ef-a9aa-4eb5-8793-d7fe3d497972.jpg,"['jercanegr', 'farmacias', 'puercanegr', 'i puercanegra', 'n', 'similare', 'ee', 'ms', 'baratos', 'ea', 'mismo', 'ec', 'pero', 'mas', ' dr sa', 'ló', 'no', 'ao']"
260,4d08cf9b-dcff-4e1b-87b7-2648b66255f6.jpg,"['farmanas', 'íºc', 'bxeng', 'encuentva_ ', 'ee', 'te', 'consentinas', '_q ueremos', 'del', 'u', 'que', 'pol', 'de', 'todo', 'y ', 'a', 'te', 'n', 'pr', 'n', 'ae', 'tu']"
261,54a60638-350f-408c-b817-80425ddb7a9c.jpg,"['m alaliina', 'rma', ' rr', 'icias', 'q', 'ss']"
262,14497664-4d59-4328-b751-4a10487d4834.jpg,"['ar m', ' pen']"
263,ea5cb3f5-4991-4ac5-9127-c10e900b286e.jpg,"[' aa', 'cpalic á', 'sfeo', 'ee', 'bom', 'cn']"
264,8705e4b2-986c-4b3a-b190-9918e5a7e548.jpg,"[' queremos', 'ahorro', 'net', 'farmacias', 'bien', 'o', 'del', 'd']"
265,2ac78087-b80b-4e65-aed6-61eb167b6521.jpg,"['m', 'iióndefarmal', 'onsult', 'sabado', 'degm', 'lunes', 'sabado', 'lunes', 'coenencial', 'ide']"
266,640c73ef-f135-4ff8-9efd-4804a088bff2.jpg,"['ahorro', 'nrto', 'farmacias', 'queremos', 'bien', 'sa', ' rs', 'del', 'te at']"
267,52aa36ae-7b35-4feb-9a27-90fd8b8fddcf.jpg,"['aj amsia', 'arma', 'confiables', 'í', 'genericos', 'ind', 'b', 'ne']"
268,68ca6523-37e5-4b45-9212-342fbe9c28b7.jpg,"['farmacias', 'similares', 'barato', 'c', 'mismo', 'pero', 'mas', 'lo']"
269,d2adfd25-b41f-4227-adf8-83e642f5e6b3.jpg,"['gics', 'farmacias', 'tayperto en endricos', 'mama  pm', 'médica', 'medicam', 'vicios', 'consulta', 'mabua mlabe', 'laa spm', 'a sábado', 'aoo', 'o', 'domingo', 'lunes ', 'e']"
270,cb04a4a8-9aee-4dc0-939b-a7a147904111.jpg,"['ea ', 'eee', 'sr uter', 'ea', 'primera', 'ep', ' ', ' mycelf', 'a', 'myc', 'mycel']"
271,43ccd096-a2e0-423f-b84b-c161c2af8ca3.jpg,"['señor', 'semvicio a', '  ']"
272,e399d092-fef2-4cf6-ac50-efd06d7b169e.jpg,"['tlñ', 'taamp', 'en', 'w']"
273,97c52df2-73db-48dd-b140-314c35a40bd9.jpg,"['nericos', 'armaci', 'cdmx', 'ea']"
274,d7f1bf32-a805-4fda-bb3d-dccf6672a974.jpg,"['o', 'e', 'a', 'lmepicna', 'e', 'lelit', 'nzo', 't', 'havia', 'nto', 'e', 'e', 'n', 'u', 'ea', 'e', 'e', 'e']"
275,3f4cee9c-dbfe-455b-82d0-037856e37256.jpg,"['bena', 'farmacio', 'e', 'cdmx', 'taxi', 'ides', 'scol', 'eey', 'taxi', 'ea', 'o']"
276,0591eb71-5dc8-4344-bdb3-4cb4e7bb5e54.jpg,"['farmacia', 'abrimos', 'ed', 'aelc', ' farmatodo', 'e ia d', 'surtimos tu', 'pharmacie', 'd farmatodo', 'apotheke', 'anrexa', 'pharmacy', 'drugstore', 'a', 'ne']"
277,8cf06105-0a6e-455d-9566-c9a10d1713b2.jpg,"['ueb as', 'oo aa', 'horneado', 'reción', 'pañ', 'aro', 'azetins']"
278,1095d399-337d-4c9e-9146-942c8b067bea.jpg,"['farm', 'inrs', 'nconsultorio', 'u e', 't me', 'k', 'men peneral de ia', 'a an', 'te', 'pfl pmeciógica', 'e']"
279,f89cc77b-60ec-4de6-90b8-372e21aac283.jpg,"['armaci', 'juarez', 'farmacia', 'a', 'e', 'iuarez', ' snm', '_', 'a']"
280,ce5f6085-2252-42c3-b118-62af38b977b4.jpg,"['holanda', 'e aa', 'iiiiii j', 'dct', 'á', 'ea', 'p', 'nolanda', 'e', 'v', 'á', 'u ']"
281,655eafc0-c803-461f-892b-6da8015fc2b9.jpg,"['h', 'nido hinder lata viajers', 'surtimos', 'tmo', 'enfagrow', 'paracetamol yza', 'vivo', 'muchos m', 'pont', 'yza', 'd', ' m', 'xy', 'omeprazol yza', 'ido kinder  ke', 'redoxon', 'redoxor', 'gelmicin', 'ecio espec', 'b tips', 'a sblo', 'u', 'froemaios y', 'meutro ', 'asólol', 'hasta de', 'mateimien ', 'jobnsens', 'elc', 'm', 'u', 'br', 'e', 'é', 'ra', 'arentes  labletas', 'harmaton', 'ahorra', 'e', 'g', 'u', 'ne', 'n', 'no', 'y', 'an']"
282,7a74e752-33ab-4654-9691-2f5ff7b36084.jpg,"['maciasistilas', 'te z', 'quevos', 'ltorio', 'brno', 'vwismó', 'medico ', 'ahorro', 'con', 'ke', 'picob', 'produc', 'mejárate y ', 'lor an']"
283,a6f7f69f-ba29-4672-acc9-6fa8f7cce7a6.jpg,"['kxlle', 'uac', 'serpvicio', 'es', 'caa', 'm', 'la clase', 'ator', 'es', 'esta', 's']"
284,71218e77-07dd-4351-b812-e0dd799e71a5.jpg,"['oueremos', 'uén de la p', 'i']"
285,2d39c8d8-efdd-4fd6-bcd0-12df80755e15.jpg,"['an', 'u', 'el', 'n', 'ye', 'mágic', 'i', 'u', 'a']"
286,6f56ca06-b7ff-4d33-8900-68c93be7a023.jpg,"['sna', 'gratis', 'ce', 'a', 'loo', 'somieino', 'nicay', 'descica v u', 'cny']"
287,cfd36488-1aee-4ae3-b594-3e6be405087e.jpg,"['en', 'ea', 'farmacias', 'similares', 'farmacias y', 'similares', 'jacias']"
288,1a3d16d9-24d1-4169-b703-5467077a84eb.jpg,"['farma', 'cia']"
289,2cb09961-a434-419e-b779-8a3b2c562c6f.jpg,[' ']
